id,name,type,aliases,definition,source_pages,source_chunks,confidence
Chapter_第五章船体分段的装配,第五章船体分段的装配,Chapter,[],,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]","[""shiprag_p008_00008"", ""shiprag_p008_00009"", ""shiprag_p009_00010"", ""shiprag_p010_00011"", ""shiprag_p011_00012"", ""shiprag_p012_00013"", ""shiprag_p013_00014"", ""shiprag_p014_00015"", ""shiprag_p015_00016"", ""shiprag_p016_00017"", ""shiprag_p017_00018"", ""shiprag_p018_00019"", ""shiprag_p018_00020"", ""shiprag_p019_00021"", ""shiprag_p019_00022"", ""shiprag_p020_00023"", ""shiprag_p021_00024"", ""shiprag_p022_00025"", ""shiprag_p023_00026"", ""shiprag_p024_00027"", ""shiprag_p024_00028"", ""shiprag_p025_00029"", ""shiprag_p026_00030"", ""shiprag_p027_00031"", ""shiprag_p027_00032"", ""shiprag_p028_00033"", ""shiprag_p029_00034"", ""shiprag_p029_00035"", ""shiprag_p030_00036"", ""shiprag_p030_00037"", ""shiprag_p031_00038"", ""shiprag_p032_00039""]",0.95
Chapter_第六章,第六章,Chapter,[],,"[150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178]","[""shiprag_p150_00172"", ""shiprag_p151_00173"", ""shiprag_p152_00174"", ""shiprag_p153_00175"", ""shiprag_p153_00176"", ""shiprag_p154_00177"", ""shiprag_p155_00178"", ""shiprag_p156_00179"", ""shiprag_p157_00180"", ""shiprag_p157_00181"", ""shiprag_p158_00182"", ""shiprag_p159_00183"", ""shiprag_p159_00184"", ""shiprag_p160_00185"", ""shiprag_p161_00186"", ""shiprag_p161_00187"", ""shiprag_p162_00188"", ""shiprag_p163_00189"", ""shiprag_p164_00190"", ""shiprag_p165_00191"", ""shiprag_p166_00192"", ""shiprag_p166_00193"", ""shiprag_p167_00194"", ""shiprag_p168_00195"", ""shiprag_p169_00196"", ""shiprag_p170_00197"", ""shiprag_p170_00198"", ""shiprag_p171_00199"", ""shiprag_p172_00200"", ""shiprag_p173_00201"", ""shiprag_p174_00202"", ""shiprag_p174_00203"", ""shiprag_p175_00204"", ""shiprag_p176_00205"", ""shiprag_p176_00206"", ""shiprag_p177_00207"", ""shiprag_p177_00208"", ""shiprag_p178_00209""]",0.95
Chapter_第四章,第四章,Chapter,[],,"[96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111]","[""shiprag_p096_00112"", ""shiprag_p097_00113"", ""shiprag_p098_00114"", ""shiprag_p099_00115"", ""shiprag_p100_00116"", ""shiprag_p101_00117"", ""shiprag_p102_00118"", ""shiprag_p103_00119"", ""shiprag_p104_00120"", ""shiprag_p105_00121"", ""shiprag_p106_00122"", ""shiprag_p106_00123"", ""shiprag_p107_00124"", ""shiprag_p108_00125"", ""shiprag_p109_00126"", ""shiprag_p110_00127"", ""shiprag_p111_00128""]",0.95
Chapter_纵桁,纵桁,Chapter,[],,[101],"[""shiprag_p101_00117""]",0.9
Chapter_肋板,肋板,Chapter,[],,[101],"[""shiprag_p101_00117""]",0.85
Chapter_肋骨型线图,肋骨型线图,Chapter,[],,[54],"[""shiprag_p054_00067""]",0.9
Chapter_船体结构,船体结构,Chapter,[],,[57],"[""shiprag_p057_00070""]",0.9
Chapter_表3_1,表3-1,Chapter,[],中性层位置系数K值,[85],"[""shiprag_p085_00101""]",0.825
Chapter_部上段,部上段,Chapter,[],,[144],"[""shiprag_p144_00165""]",0.85
Component_101b,101b,Component,[],船体冕部立体分段,[161],"[""shiprag_p161_00186""]",0.8
Component_1500纵剖线,1500纵剖线,Component,[],船体分段装配中的纵向结构线,[44],"[""shiprag_p044_00054""]",0.825
Component_20号肋骨位置,20号肋骨位置,Component,[],肋骨型线图中的特定肋骨位置,[51],"[""shiprag_p051_00062""]",0.8667
Component_8号站线,8号站线,Component,[],船体分段装配中的横向结构线,[44],"[""shiprag_p044_00054""]",0.9
Component_FR322C,FR322C,Component,[],肋骨构件,[118],"[""shiprag_p118_00136""]",0.775
Component_FR328CI,FR328CI,Component,[],肋骨构件,[118],"[""shiprag_p118_00136""]",0.75
Component_IV平台,IV平台,Component,[],船体结构中的平台部件,[141],"[""shiprag_p141_00162""]",0.7833
Component_K行板,K行板,Component,[],船体结构中的横向支撑构件,"[136, 137]","[""shiprag_p136_00156"", ""shiprag_p137_00157""]",0.8375
Component_LB2A1,LB2A1,Component,[],船体纵向结构件,[136],"[""shiprag_p136_00155""]",0.89
Component_L型分段骨架,L型分段骨架,Component,[],切断底部分段图1-9机舱区域分段的划分,[14],"[""shiprag_p014_00015""]",0.8
Component_ABC,△ABC,Component,[],,[64],"[""shiprag_p064_00078""]",0.7
Component_上层建筑,上层建筑,Component,[],船体结构组成部分,[177],"[""shiprag_p177_00207"", ""shiprag_p177_00208""]",0.8313
Component_上甲板,上甲板,Component,[],"如上甲板CW3P/S,CC4P/S,CD11分别为货舱区的边底、侧和甲板分段","[21, 47, 51, 62]","[""shiprag_p021_00024"", ""shiprag_p047_00057"", ""shiprag_p051_00063"", ""shiprag_p062_00076""]",0.86
Component_下倾式内底边板,下倾式内底边板,Component,[],下倾式内底边板的展开方法。,[90],"[""shiprag_p090_00106""]",0.7833
Component_下层甲板,下层甲板,Component,[],船舶结构部分,[177],"[""shiprag_p177_00208""]",0.8167
Component_不可展曲面,不可展曲面,Component,[],无法在平面上完全展开的曲面,[80],"[""shiprag_p080_00096""]",0.9
Component_中心线,中心线,Component,[],,[36],"[""shiprag_p036_00045""]",0.9
Component_中心线槽钢,中心线槽钢,Component,[],嵌埋在船台中心线处的槽钢或钢板条，用于标画船台中心线和肋骨位置线,[153],"[""shiprag_p153_00175""]",0.9333
Component_中纵剖线,中纵剖线,Component,[],舰部分的中纵韵线,[38],"[""shiprag_p038_00047""]",0.8
Component_中间肋骨线,中间肋骨线,Component,[],船体结构中的纵向构件,[130],"[""shiprag_p130_00148""]",0.875
Component_临时加强材,临时加强材,Component,[],加强分段的刚性或局部强度，防止吊运中变形或损坏,[26],"[""shiprag_p026_00030""]",0.8667
Component_主甲板,主甲板,Component,[],"各层甲板以主甲板为'1',分别向下和向上排序",[21],"[""shiprag_p021_00024""]",0.8
Component_主船体,主船体,Component,[],,[98],"[""shiprag_p098_00114""]",0.9
Component_企口板,企口板,Component,[],,[128],"[""shiprag_p128_00146""]",0.7
Component_伸缩杆,伸缩杆,Component,[],,[59],"[""shiprag_p059_00072""]",0.85
Component_余盘,余盘,Component,[],所有分段在船台合扰时都必须进行二次定位,[178],"[""shiprag_p178_00209""]",0.75
Component_侧分段,侧分段,Component,[],,[11],"[""shiprag_p011_00012""]",0.95
Component_侧纵桁,侧纵桁,Component,[],船体分段中的纵向加强构件,[141],"[""shiprag_p141_00161""]",0.9
Component_侧装分段,侧装分段,Component,[],,[114],"[""shiprag_p114_00131""]",0.85
Component_信号设备,信号设备,Component,[],,[104],"[""shiprag_p104_00120""]",0.85
Component_假舱壁,假舱壁,Component,[],,[157],"[""shiprag_p157_00180""]",0.8
Component_共有点,共有点,Component,[],两个形体表面上的共同点,[72],"[""shiprag_p072_00087""]",0.825
Component_内口线,内口线,Component,[],t6S694/(b)外口线,[89],"[""shiprag_p08900105""]",0.7
Component_内围壁,内围壁,Component,[],轻围壁，起内部空间分隔作用,[102],"[""shiprag_p102_00118""]",0.925
Component_内底板,内底板,Component,[],船体结构中的一种构件,"[56, 57, 116, 119, 126, 128, 132, 146, 166, 170]","[""shiprag_p056_00069"", ""shiprag_p057_00070"", ""shiprag_p116_00133"", ""shiprag_p119_00137"", ""shiprag_p126_00144"", ""shiprag_p128_00146"", ""shiprag_p132_00150"", ""shiprag_p146_00168"", ""shiprag_p166_00193"", ""shiprag_p170_00198""]",0.8156
Component_内底板展开示意图,内底板展开示意图,Component,[],内底板的展开示意图,[91],"[""shiprag_p091_00107""]",0.775
Component_内底纵骨,内底纵骨,Component,[],船体内底部分的纵向构件,"[126, 133]","[""shiprag_p126_00144"", ""shiprag_p133_00151""]",0.85
Component_内部构架,内部构架,Component,[],,[143],"[""shiprag_p143_00164""]",0.8
Component_准线,准线,Component,[],在肋骨型线图的倾斜边板部位作一与其垂直的准线。,[90],"[""shiprag_p090_00106""]",0.725
Component_几何体表面,几何体表面,Component,[],,[74],"[""shiprag_p074_00090""]",0.85
Component_分段,分段,Component,[],船体结构装配单元,"[18, 152]","[""shiprag_p018_00019"", ""shiprag_p152_00174""]",0.85
Component_分段中心线,分段中心线,Component,[],,[163],"[""shiprag_p163_00189""]",0.85
Component_分段企口板,分段企口板,Component,[],船体结构中的一种构件,[56],"[""shiprag_p056_00069""]",0.7333
Component_分段大接缝,分段大接缝,Component,[],分段大接缝的壳板和骨架,[14],"[""shiprag_p014_00015""]",0.825
Component_刚性构件,刚性构件,Component,[],分段的刚性结构部件,[24],"[""shiprag_p024_00028""]",0.85
Component_刻线,刻线,Component,[],,[10],"[""shiprag_p010_00011""]",0.9
Component_割键线,割键线,Component,[],,[189],"[""shiprag_p189_00227""]",0.7833
Component_加强筋,加强筋,Component,[],,[101],"[""shiprag_p101_00117""]",0.85
Component_助外板骨面,助外板骨面,Component,[],,[131],"[""shiprag_p131_00149""]",0.7
Component_助板,助板,Component,[],分段焊接用的辅助构件,"[133, 141]","[""shiprag_p133_00151"", ""shiprag_p141_00162""]",0.8214
Component_包含钢板和型钢的片状结构,包含钢板和型钢的片状结构,Component,[],,[18],"[""shiprag_p018_00019""]",0.9
Component_包板与内部构架,包板与内部构架,Component,[],柱包板与船体内部支撑结构的焊接连接,[143],"[""shiprag_p143_00164""]",0.8
Component_千斤索眼板,千斤索眼板,Component,[],,[106],"[""shiprag_p106_00122""]",0.8
Component_单张外板,单张外板,Component,[],,[18],"[""shiprag_p018_00019""]",0.9
Component_单根肋骨,单根肋骨,Component,[],,[18],"[""shiprag_p018_00019""]",0.9
Component_单稳,单稳,Component,[],"单稳的横断面一般为圆形。下段为圆柱体,上段为圆体。杆柱体内不设骨架。",[104],"[""shiprag_p104_00120""]",0.85
Component_单稳柱体,单稳柱体,Component,[],单稳柱体共有9个自然段。将其合成4个大段作为部件先行装配。,[104],"[""shiprag_p104_00120""]",0.7833
Component_卡板,卡板,Component,[],分段定位辅助装置,[169],"[""shiprag_p169_00196""]",0.725
Component_压筋围壁,压筋围壁,Component,[],圆弧型/矩形/梯形围壁,[102],"[""shiprag_p102_00118""]",0.85
Component_双层底分段,双层底分段,Component,[],,[118],"[""shiprag_p118_00136""]",0.625
Component_双层底各部件,双层底各部件,Component,[],图5-14为双层底各部件的小组立图,[119],"[""shiprag_p119_00137""]",0.85
Component_双层底框架,双层底框架,Component,[],,[101],"[""shiprag_p101_00117""]",0.9
Component_可展表面,可展表面,Component,[],,[80],"[""shiprag_p080_00096""]",0.85
Component_右侧围板,右侧围板,Component,[],,[108],"[""shiprag_p108_00125""]",0.825
Component_吊杆座,吊杆座,Component,[],附件部件,[106],"[""shiprag_p106_00122""]",0.825
Component_吊环,吊环,Component,[],安装在分段上用于翻身的部件,"[23, 24, 25, 31]","[""shiprag_p023_00026"", ""shiprag_p024_00027"", ""shiprag_p024_00028"", ""shiprag_p025_00029"", ""shiprag_p031_00038""]",0.8409
Component_吊索,吊索,Component,[],用于分段吊运的绳索,[24],"[""shiprag_p024_00027""]",0.85
Component_后装分段,后装分段,Component,[],船体底部分段中需要后安装的构件,[164],"[""shiprag_p164_00190""]",0.8833
Component_围壁,围壁,Component,[],船体结构组成部分,"[177, 190]","[""shiprag_p177_00207"", ""shiprag_p190_00228""]",0.8333
Component_围壁内部木质设施,围壁内部木质设施,Component,[],,[189],"[""shiprag_p189_00227""]",0.775
Component_围壁扶强材,围壁扶强材,Component,[],,[189],"[""shiprag_p189_00227""]",0.775
Component_围壁板切割线,围壁板切割线,Component,[],,[190],"[""shiprag_p190_00228""]",0.85
Component_围板,围板,Component,[],烟窗的围板部件,"[107, 108]","[""shiprag_p107_00124"", ""shiprag_p108_00125""]",0.9
Component_图6_18,图6-18,Component,[],立体分段的区域序号中央楼图,[162],"[""shiprag_p162_00188""]",0.7
Component_圆冲眼,圆冲眼,Component,[],用于标记位置的冲眼,[157],"[""shiprag_p157_00181""]",0.775
Component_圆水准器,圆水准器,Component,[],,[8],"[""shiprag_p008_00008""]",0.975
Component_圆管,圆管,Component,[],管道基本部件,[87],"[""shiprag_p087_00103""]",0.8
Component_垂直加强材,垂直加强材,Component,[],,[107],"[""shiprag_p107_00124""]",0.9
Component_垂直加强板,垂直加强板,Component,[],船体结构中的加强部件,[141],"[""shiprag_p141_00162""]",0.875
Component_垂直隔板,垂直隔板,Component,[],焊接T型材,[109],"[""shiprag_p109_00126""]",0.8
Component_型材,型材,Component,[],,[62],"[""shiprag_p062_00076""]",0.8
Component_型钢弯曲零件,型钢弯曲零件,Component,[],包括肋骨和纵骨的船体结构件,[60],"[""shiprag_p060_00073""]",0.9
Component_基准段,基准段,Component,[],靠近机舱前端的底部分段,[152],"[""shiprag_p152_00174""]",0.85
Component_基线标杆,基线标杆,Component,[],在船台中心线处将仪器对中整平。向基线标杆发射激光分段,"[10, 153, 158]","[""shiprag_p010_00011"", ""shiprag_p153_00175"", ""shiprag_p158_00182""]",0.825
Component_壳板和骨架,壳板和骨架,Component,[],,[14],"[""shiprag_p014_00015""]",0.85
Component_外口线,外口线,Component,[],,[89],"[""shiprag_p089_00105""]",0.7
Component_外围壁,外围壁,Component,[],船体强度构件,"[102, 177]","[""shiprag_p102_00118"", ""shiprag_p177_00208""]",0.88
Component_外壁线型,外壁线型,Component,[],外壁线型的平整光顺和整体外形的美观,[178],"[""shiprag_p178_00209""]",0.875
Component_外板,外板,Component,[],构成船体外壳的板架结构,"[51, 54, 55, 56, 57, 62, 89, 127, 129, 132, 135, 165, 174, 184, 187, 188]","[""shiprag_p051_00063"", ""shiprag_p054_00067"", ""shiprag_p055_00068"", ""shiprag_p056_00069"", ""shiprag_p057_00070"", ""shiprag_p062_00076"", ""shiprag_p089_00105"", ""shiprag_p127_00145"", ""shiprag_p129_00147"", ""shiprag_p132_00150"", ""shiprag_p135_00154"", ""shiprag_p165_00191"", ""shiprag_p174_00202"", ""shiprag_p174_00203"", ""shiprag_p184_00218"", ""shiprag_p187_00224"", ""shiprag_p188_00225""]",0.8194
Component_外板加工样条,外板加工样条,Component,[],用于加工外板的样条工具,[188],"[""shiprag_p188_00225""]",0.9
Component_外板型表面,外板型表面,Component,[],船体外板的形状表面,[48],"[""shiprag_p048_00059""]",0.75
Component_外板对接缝,外板对接缝,Component,[],,[189],"[""shiprag_p189_00226""]",0.8833
Component_外板对接缝内表面,外板对接缝内表面,Component,[],外板对接缝的内表面,[189],"[""shiprag_p189_00226""]",0.9
Component_外板对接缝外表面,外板对接缝外表面,Component,[],外板对接缝的外表面,[189],"[""shiprag_p189_00226""]",0.9
Component_外板线型,外板线型,Component,[],外板上的线型变化部位,[173],"[""shiprag_p173_00201""]",0.825
Component_外板轴包板,外板轴包板,Component,[],,[138],"[""shiprag_p138_00158""]",0.7
Component_多节斜截圆管,多节斜截圆管,Component,[],,[78],"[""shiprag_p078_00094""]",0.85
Component_大型框架,大型框架,Component,[],,[18],"[""shiprag_p018_00019""]",0.9
Component_子分段,子分段,Component,[],从壁子分段拆分的较小分段,[116],"[""shiprag_p116_00133""]",0.875
Component_定位靠板,定位靠板,Component,[],焊接在平台板上的型钢，用于固定肋骨框架,[139],"[""shiprag_p139_00159""]",0.825
Component_尖舱平台,尖舱平台,Component,[],船体结构中的平台部件,[141],"[""shiprag_p141_00162""]",0.85
Component_崩爆轮弗线,崩爆轮弗线,Component,[],面与船体型表面的交线,[63],"[""shiprag_p063_00077""]",0.75
Component_工件,工件,Component,[],被加工的金属部件,[27],"[""shiprag_p027_00032""]",0.8
Component_平行于中线面的平面作为基面,平行于中线面的平面作为基面,Component,[],,[114],"[""shiprag_p114_00131""]",0.9
Component_平面分段,平面分段,Component,[],尺寸较大，数量较多的平面分段,[14],"[""shiprag_p014_00015""]",0.8
Component_平面围壁,平面围壁,Component,[],结构形式之一,[102],"[""shiprag_p102_00118""]",0.875
Component_平面或画面子分段,平面或画面子分段,Component,[],,[18],"[""shiprag_p018_00019""]",0.9
Component_平面曲边分段,平面曲边分段,Component,[],板材为平面，板边全部或局部为曲线的分段,[112],"[""shiprag_p112_00129""]",0.825
Component_平面直边分段,平面直边分段,Component,[],板材为平面，板边是直线的分段,[112],"[""shiprag_p112_00129""]",0.85
Component_底板,底板,Component,[],,[54],"[""shiprag_p054_00067""]",0.85
Component_底纵桁,底纵桁,Component,[],倾斜于中线面的底纵桁,[88],"[""shiprag_p088_00104""]",0.8667
Component_底部分段,底部分段,Component,[],,[163],"[""shiprag_p163_00189""]",0.9
Component_张外板,张外板,Component,[],船体构件,[33],"[""shiprag_p033_00041""]",0.825
Component_弯头,弯头,Component,[],管道连接部件,[87],"[""shiprag_p087_00103""]",0.8
Component_弯曲部分,弯曲部分,Component,[],,[14],"[""shiprag_p014_00015""]",0.8
Component_弹簧钢带,弹簧钢带,Component,[],用于活络样板调制的工具,"[59, 60]","[""shiprag_p059_00072"", ""shiprag_p060_00073""]",0.875
Component_强力甲板,强力甲板,Component,[],,[182],"[""shiprag_p182_00215""]",0.925
Component_强胸横梁,强胸横梁,Component,[],,[141],"[""shiprag_p141_00161""]",0.8
Component_总段,总段,Component,[],从船底到甲板的D型、C型总段,[151],"[""shiprag_p151_00173""]",0.8833
Component_扁钢,扁钢,Component,[],连接两侧舵叶板后端,[109],"[""shiprag_p109_00126""]",0.75
Component_扇形连接板,扇形连接板,Component,[],,[59],"[""shiprag_p059_00072""]",0.85
Component_托板,托板,Component,[],焊接在平台上防止包板下滑的钢板构件,[143],"[""shiprag_p143_00164""]",0.85
Component_扶强材,扶强材,Component,[],纵向加强构件,"[106, 118, 141, 190]","[""shiprag_p106_00123"", ""shiprag_p118_00136"", ""shiprag_p141_00161"", ""shiprag_p190_00228""]",0.8143
Component_批龙骨,批龙骨,Component,[],批龙骨,[53],"[""shiprag_p053_00065""]",0.875
Component_折角点,折角点,Component,[],圆弧与助骨线相交的交点,[50],"[""shiprag_p050_00061""]",0.8
Component_拉线角钢,拉线角钢,Component,[],用于固定钢丝的焊接结构件,[129],"[""shiprag_p129_00147""]",0.75
Component_挡板,挡板,Component,[],焊接在髓柱上防止柱包板倾倒的钢板构件,[143],"[""shiprag_p143_00164""]",0.85
Component_挡水板,挡水板,Component,[],,[141],"[""shiprag_p141_00162""]",0.75
Component_推进器轴,推进器轴,Component,[],,[48],"[""shiprag_p048_00058""]",0.85
Component_斜剖面,斜剖面,Component,[],通常都位于中站面而倾斜于面,[63],"[""shiprag_p063_00077""]",0.7
Component_斜底纵骨,斜底纵骨,Component,[],斜底板结构中的纵向支撑构件,[134],"[""shiprag_p134_00153""]",0.8
Component_斜截线,斜截线,Component,[],,[77],"[""shiprag_p077_00093""]",0.825
Component_斜肋骨框架,斜肋骨框架,Component,[],吊装到分段上定位的框架结构,[139],"[""shiprag_p139_00159""]",0.865
Component_方圆过凌接头,方圆过凌接头,Component,[],方圆过凌接头的弯曲工艺,[86],"[""shiprag_p086_00102""]",0.9
Component_旁板,旁板,Component,[],,[54],"[""shiprag_p054_00067""]",0.85
Component_时板,时板,Component,[],,[135],"[""shiprag_p135_00154""]",0.9
Component_曲面分段,曲面分段,Component,[],分段板材全部或部分为曲面，板边通常也是曲线的分段,[112],"[""shiprag_p112_00129""]",0.775
Component_望远镜,望远镜,Component,[],,[8],"[""shiprag_p008_00008""]",0.97
Component_木墩,木墩,Component,[],木质支承装置,[155],"[""shiprag_p155_00178""]",0.9
Component_机舱分段,机舱分段,Component,[],总装时作为定位基准段先吊上船台的构件,[151],"[""shiprag_p151_00173""]",0.9
Component_极帽,极帽,Component,[],球面分割后的顶部和底部区域,[81],"[""shiprag_p081_00097""]",0.8167
Component_构架,构架,Component,[],构架构件,[146],"[""shiprag_p146_00168""]",0.8
Component_枪杆,枪杆,Component,[],"枪杆上部用于装置信号设备,安装天线架,雷达架和了望台。",[104],"[""shiprag_p104_00120""]",0.85
Component_柱包板,柱包板,Component,[],用于固定柱的钢板构件,[143],"[""shiprag_p143_00164""]",0.85
Component_柱接头端面,柱接头端面,Component,[],,[96],"[""shiprag_p096_00112""]",0.9
Component_样板,样板,Component,[],,[130],"[""shiprag_p130_00148""]",0.85
Component_框架,框架,Component,[],,[128],"[""shiprag_p128_00146""]",0.6
Component_梁拱,梁拱,Component,[],,[93],"[""shiprag_p093_00109""]",0.9
Component_梁肘板,梁肘板,Component,[],船体结构中的连接肘板,[172],"[""shiprag_p172_00200""]",0.85
Component_梳状马,梳状马,Component,[],用于外板接缝的梳状马,[189],"[""shiprag_p189_00226""]",0.8167
Component_梳肩中心线,梳肩中心线,Component,[],,[106],"[""shiprag_p106_00122""]",0.85
Component_槽形舱壁,槽形舱壁,Component,[],与甲板连接的构件,[91],"[""shiprag_p091_00107""]",0.7
Component_横向框架,横向框架,Component,[],,[134],"[""shiprag_p134_00153""]",0.8
Component_横向隔板,横向隔板,Component,[],船体分段中的横向构件,"[135, 136]","[""shiprag_p135_00154"", ""shiprag_p136_00155""]",0.87
Component_横杆,横杆,Component,[],,[59],"[""shiprag_p059_00072""]",0.85
Component_横舱壁,横舱壁,Component,[],船体构件,"[140, 177]","[""shiprag_p140_00160"", ""shiprag_p177_00207""]",0.87
Component_横舱整分段,横舱整分段,Component,[],,[160],"[""shiprag_p160_00185""]",0.7
Component_正切基面,正切基面,Component,[],,[124],"[""shiprag_p124_00142""]",0.85
Component_水平桁材,水平桁材,Component,[],船体结构件,[106],"[""shiprag_p106_00123""]",0.9167
Component_水平隔板,水平隔板,Component,[],舵叶内部的水平分隔结构,[110],"[""shiprag_p110_00127""]",0.815
Component_水泥墩,水泥墩,Component,[],混凝土材质支承装置,[155],"[""shiprag_p155_00178""]",0.85
