head_id,tail_id,head,head_type,relation,relation_zh,tail,tail_type,evidence,source_pages,source_chunks,confidence
Component_侧纵桁,Component_零号舱壁,侧纵桁,Component,assembled_with,连接/装配,零号舱壁,Component,"将其与侧纵桁连接,保证分段型线不受影响",[141],"[""shiprag_p141_00161""]",0.9
Process_内底板高改线,Component_批龙骨,内底板高改线,Process,assembled_with,连接/装配,批龙骨,Component,内底板高改线B.LB.L下ri线图2~21旁底织桁放样,[53],"[""shiprag_p053_00065""]",0.8
Component_内底纵骨,ToolEquipment_防倾马板,内底纵骨,Component,assembled_with,连接/装配,防倾马板,ToolEquipment,将纵骨吊放于防倾马板中间,[126],"[""shiprag_p126_00144""]",0.8
ProcessObject_分段,Component_吊环,分段,ProcessObject,assembled_with,连接/装配,吊环,Component,吊环应对称分段的布置,[31],"[""shiprag_p031_00038""]",0.7
Component_分段企口板,Component_外板,分段企口板,Component,assembled_with,连接/装配,外板,Component,分段企口板织纵缝位置板缝的布置还应考虑某些外板进行弯曲加工的方便和可能,[56],"[""shiprag_p056_00069""]",0.7
Component_分段大接缝,Component_壳板和骨架,分段大接缝,Component,assembled_with,连接/装配,壳板和骨架,Component,分段大接缝的壳板和骨架应尽可能位于同一剖面内,[14],"[""shiprag_p014_00015""]",0.85
Component_加强筋,Chapter_肋板,加强筋,Component,assembled_with,连接/装配,肋板,Chapter,"加强筋已预先装配,并经火工矫正",[101],"[""shiprag_p101_00117""]",0.85
Component_单稳柱体,ToolEquipment_胎架,单稳柱体,Component,assembled_with,连接/装配,胎架,ToolEquipment,"支承稳柱的胎架离地面为500~600mm,每段各设两档胎板或型钢支架。",[104],"[""shiprag_p104_00120""]",0.75
ProcessObject_双层底分段,Process_中桁材组立,双层底分段,ProcessObject,assembled_with,连接/装配,中桁材组立,Process,中桁材组立是分段装配过程中的工艺步骤,[120],"[""shiprag_p120_00138""]",0.8
ProcessObject_双层底子分段,Component_内底板,双层底子分段,ProcessObject,assembled_with,连接/装配,内底板,Component,"TTIQ2 的质量:21,91质盘心;X=FR326 +94, Y=4.4m,2=2.8m",[119],"[""shiprag_p119_00137""]",0.75
Component_右侧围板,Component_肘板,右侧围板,Component,assembled_with,连接/装配,肘板,Component,"以肘板作为内膜,安装顶圈板",[108],"[""shiprag_p108_00125""]",0.85
Component_右侧围板,Component_顶圈板,右侧围板,Component,assembled_with,连接/装配,顶圈板,Component,"安装顶圈板,见图4-19",[108],"[""shiprag_p108_00125""]",0.8
Component_后装分段,Measurement_肋骨检验线,后装分段,Component,assembled_with,连接/装配,肋骨检验线,Measurement,后装分段上肋骨检验线与船台上相应肋骨检验线之间的距离,[164],"[""shiprag_p164_00190""]",0.9
ProcessObject_四节等径直角弯头,Operation_平行线法,四节等径直角弯头,ProcessObject,assembled_with,连接/装配,平行线法,Operation,适合用平行线法展开,[78],"[""shiprag_p078_00094""]",0.8
Component_围板,Component_垂直加强材,围板,Component,assembled_with,连接/装配,垂直加强材,Component,烟窗由前后左右共4块组垂直加强材成,[107],"[""shiprag_p107_00124""]",0.9
ProcessObject_域中底部,Component_舱壁,域中底部,ProcessObject,assembled_with,连接/装配,舱壁,Component,域中底部→舱壁→触侧-→甲板→船楼的吊装程序,[161],"[""shiprag_p161_00187""]",0.9
Process_塔式建造,Component_分段,塔式建造,Process,assembled_with,连接/装配,分段,Component,自下而上依次吊装各分段,[152],"[""shiprag_p152_00174""]",0.8
Component_外板,Operation_叉口连接,外板,Component,assembled_with,连接/装配,叉口连接,Operation,外板采用叉口连接,[132],"[""shiprag_p132_00150""]",0.8
Component_外板,Operation_补板连接,外板,Component,assembled_with,连接/装配,补板连接,Operation,外板采用补板连接,[132],"[""shiprag_p132_00150""]",0.8
ProcessObject_外板子分段,Component_时板,外板子分段,ProcessObject,assembled_with,连接/装配,时板,Component,由外板、外板纵骨、横向隔板和时板组成的外板子分段,[135],"[""shiprag_p135_00154""]",0.9
ProcessObject_外板子分段,Component_横向隔板,外板子分段,ProcessObject,assembled_with,连接/装配,横向隔板,Component,外板上的横向隔板搁在甲板上并和其位置线对准,[135],"[""shiprag_p135_00154""]",0.85
Component_外板对接缝,Component_梳状马,外板对接缝,Component,assembled_with,连接/装配,梳状马,Component,在外板接缝上设置梳状马,[189],"[""shiprag_p189_00226""]",0.85
Component_子分段,Component_肋骨和纵骨,子分段,Component,assembled_with,连接/装配,肋骨和纵骨,Component,装肋板和纵--装外板纵骨,[116],"[""shiprag_p116_00133""]",0.8
Component_尖舱平台,Component_IV平台,尖舱平台,Component,assembled_with,连接/装配,IV平台,Component,将IV平台吊上分段。对准中心线和助位线,[141],"[""shiprag_p141_00162""]",0.8
ProcessObject_底部分段,Component_肋骨检验线,底部分段,ProcessObject,assembled_with,连接/装配,肋骨检验线,Component,使其上的肋骨检验线横纵与1段的肋骨首检验线对准,"[12, 174]","[""shiprag_p012_00013"", ""shiprag_p174_00202""]",0.85
ProcessObject_底部分段,Process_船体总装配,底部分段,ProcessObject,assembled_with,连接/装配,船体总装配,Process,底部分段在船台合拢,[165],"[""shiprag_p165_00191""]",0.9
Component_张外板,Component_甲板,张外板,Component,assembled_with,连接/装配,甲板,Component,张外板、甲板和每件纵向构件的真实形状和准确尺寸,[33],"[""shiprag_p033_00041""]",0.85
Component_弯头,Component_圆管,弯头,Component,assembled_with,连接/装配,圆管,Component,弯头内侧是两管外皮接触，外侧是两管里皮接触,[87],"[""shiprag_p087_00103""]",0.8
ProcessObject_弯头,Component_节管,弯头,ProcessObject,assembled_with,连接/装配,节管,Component,"各节形状相同,号斜对予以拼接可节省材料",[79],"[""shiprag_p079_00095""]",0.85
Component_强胸横梁,Component_舱侧纵桁,强胸横梁,Component,assembled_with,连接/装配,舱侧纵桁,Component,最后将强胸横梁与舱侧纵桁连接,[141],"[""shiprag_p141_00161""]",0.8
Component_托板,Component_柱包板,托板,Component,assembled_with,连接/装配,柱包板,Component,在分段平台上焊接两块托板防止崩柱包板下滑,[143],"[""shiprag_p143_00164""]",0.85
Component_折角点,Process_折角线,折角点,Component,assembled_with,连接/装配,折角线,Process,"连接各折角点应成光顾曲线,称为折角线",[50],"[""shiprag_p050_00061""]",0.75
Component_挡板,Component_柱包板,挡板,Component,assembled_with,连接/装配,柱包板,Component,在髓柱上焊接两块挡板防止其倾倒,[143],"[""shiprag_p143_00164""]",0.85
Component_斜肋骨框架,ProcessObject_平台板,斜肋骨框架,Component,assembled_with,连接/装配,平台板,ProcessObject,放对平台上的对应位置线,[139],"[""shiprag_p139_00159""]",0.85
Operation_方窗孔布置,Parameter_扶强材间距,方窗孔布置,Operation,assembled_with,连接/装配,扶强材间距,Parameter,"方窗孔四周加大2mm。圈密孔直径加大2mm,窗孔切割后边缘需进行打磨。",[103],"[""shiprag_p103_00119""]",0.8
ProcessObject_机舱半立体分段,ProcessObject_206侧分段,机舱半立体分段,ProcessObject,assembled_with,连接/装配,206侧分段,ProcessObject,当206侧分段合拢后...,[161],"[""shiprag_p161_00186""]",0.9
Component_槽形舱壁,Process_甲板展开图,槽形舱壁,Component,assembled_with,连接/装配,甲板展开图,Process,"与甲板相连接的构件,如槽形舱壁",[91],"[""shiprag_p091_00107""]",0.6
Component_横向隔板,Component_纵桁_LB1AI,横向隔板,Component,assembled_with,连接/装配,纵桁(LB1AI,Component,将纵横隔板拉紧后焊接,[136],"[""shiprag_p136_00155""]",0.85
Component_横舱壁,Component_纵舱壁,横舱壁,Component,assembled_with,连接/装配,纵舱壁,Component,"安装前后横舱壁。吊上后放对平台上的位置线,中心线对准,用松紧螺丝将其与纵舱壁拉紧",[140],"[""shiprag_p140_00160""]",0.9
Component_甲板与舱壁,Component_纵骨,甲板与舱壁,Component,assembled_with,连接/装配,纵骨,Component,甲板与舱壁→纵骨先装的分段甲板与能侧,[172],"[""shiprag_p172_00200""]",0.85
Component_甲板室围壁,ToolEquipment_胎架,甲板室围壁,Component,assembled_with,连接/装配,胎架,ToolEquipment,甲板室围壁在胎架上进行装配,[102],"[""shiprag_p102_00118""]",0.75
Component_甲板纵骨,Component_横向框架,甲板纵骨,Component,assembled_with,连接/装配,横向框架,Component,甲板纵骨与横向框架装配后焊接,[134],"[""shiprag_p134_00153""]",0.8
Component_稳肩,ProcessObject_枪杆,稳肩,Component,assembled_with,连接/装配,枪杆,ProcessObject,用松紧螺丝将稳肩与枪杆拉住并进行定位,[106],"[""shiprag_p106_00122""]",0.9
ProcessObject_立体分段,ToolEquipment_胎架,立体分段,ProcessObject,assembled_with,连接/装配,胎架,ToolEquipment,立体和半立体分段可在平台或胎架上装配,[113],"[""shiprag_p113_00130""]",0.85
Component_素线,Component_斜截线,素线,Component,assembled_with,连接/装配,斜截线,Component,"各索线与斜截线分别相交于1,~71",[77],"[""shiprag_p077_00093""]",0.8
Component_纵向构件,Component_甲板,纵向构件,Component,assembled_with,连接/装配,甲板,Component,张外板、甲板和每件纵向构件的真实形状和准确尺寸,[33],"[""shiprag_p033_00041""]",0.85
Component_纵骨,Component_双层底分段,纵骨,Component,assembled_with,连接/装配,双层底分段,Component,"扶强材(p),质心(a)冲析材、助板、纵骨、扶强材(b)标材、时板c)大时板(d)助板",[118],"[""shiprag_p118_00136""]",0.65
Component_肋板,Component_K行板,肋板,Component,assembled_with,连接/装配,K行板,Component,肋板组装1在平台上画出十字线和肋板位置线,[137],"[""shiprag_p137_00157""]",0.75
Component_肋板,Component_助板,肋板,Component,assembled_with,连接/装配,助板,Component,"将框架上的开口嵌入纵骨,按两侧的端线进行横向定位,使与内底板贴紧",[133],"[""shiprag_p133_00151""]",0.8
Component_肋骨,Component_肘板,肋骨,Component,assembled_with,连接/装配,肘板,Component,普通肋骨处的肘板或角接于肋骨翼板和内底板,[170],"[""shiprag_p170_00197""]",0.8
Component_肋骨型线,Component_轴心线,肋骨型线,Component,assembled_with,连接/装配,轴心线,Component,"用样条分别沿0242,0,4;'0,a,等斜线量取各线段长度",[48],"[""shiprag_p048_00059""]",0.7
Component_肋骨框架,Chapter_部上段,肋骨框架,Component,assembled_with,连接/装配,部上段,Chapter,装肋骨框架,[144],"[""shiprag_p144_00165""]",0.8
Component_肋骨矫正样条,Component_外板,肋骨矫正样条,Component,assembled_with,连接/装配,外板,Component,肋骨矫正样条用于矫正外板,[188],"[""shiprag_p188_00225""]",0.8
Component_胎架,Component_舵叶板,胎架,Component,assembled_with,连接/装配,舵叶板,Component,"胎架按能叶削面样板画线,并切准确",[110],"[""shiprag_p110_00127""]",0.85
ProcessObject_航侧级桁,Parameter_纵桁腹板宽度,航侧级桁,ProcessObject,assembled_with,连接/装配,纵桁腹板宽度,Parameter,"以外口线为基准,向上量取纵桁腹板宽度I",[89],"[""shiprag_p089_00105""]",0.8
Component_舰柱,Component_K行板,舰柱,Component,assembled_with,连接/装配,K行板,Component,准确定位后将鲲柱与K行板定位焊,[137],"[""shiprag_p137_00157""]",0.8
ProcessObject_舰柱分段,ToolEquipment_胎架,舰柱分段,ProcessObject,assembled_with,连接/装配,胎架,ToolEquipment,将II段吊上胎架定位,[97],"[""shiprag_p097_00113""]",0.9
Component_舱壁,Component_内底板,舱壁,Component,assembled_with,连接/装配,内底板,Component,在内底板的舱壁位置线处焊上几只靠板,[166],"[""shiprag_p166_00193""]",0.95
Component_舱壁,Component_甲板,舱壁,Component,assembled_with,连接/装配,甲板,Component,域中底部→舱壁→触侧-→甲板→船楼的吊装程序,[161],"[""shiprag_p161_00187""]",0.9
ProcessObject_舵叶,Component_舵杆,舵叶,ProcessObject,assembled_with,连接/装配,舵杆,Component,能叶与舵杆通过铸钢能杆套筒用螺幅连接,[109],"[""shiprag_p109_00126""]",0.75
ProcessObject_舷侧分段,Component_卡板,舷侧分段,ProcessObject,assembled_with,连接/装配,卡板,Component,将侧分段插入先装分段上设置的卡板内,[169],"[""shiprag_p169_00196""]",0.75
Component_轴包板,ToolEquipment_葫芦,轴包板,Component,assembled_with,连接/装配,葫芦,ToolEquipment,在轴包板上焊好耳板并将轴包板拉,[138],"[""shiprag_p138_00158""]",0.6
Component_铸锅锯柱,ProcessObject_胎架,铸锅锯柱,Component,assembled_with,连接/装配,胎架,ProcessObject,"将已组装的整体的崛柱吊上胎架。对准中心线,前后方向使其初步对上与K行板",[136],"[""shiprag_p136_00156""]",0.9
ProcessObject_高度标杆,ToolEquipment_激光经纬仪,高度标杆,ProcessObject,assembled_with,连接/装配,激光经纬仪,ToolEquipment,"为便于激光经纬仪转站和测盘,常在船台两侧设置多根高度标杆",[159],"[""shiprag_p159_00183""]",0.92
Component_企口板,Process_框架式装配,企口板,Component,belongs_to,属于,框架式装配,Process,装企口板及画分段基准线,[128],"[""shiprag_p128_00146""]",0.7
Component_侧装分段,Process_侧装装配,侧装分段,Component,belongs_to,属于,侧装装配,Process,"柱、船柱、能等分段的形状鹿窄,适合于侧装。以外板或内充板为基面的侧分段,按其位置也属于侧装。",[114],"[""shiprag_p114_00131""]",0.85
Component_内围壁,Component_甲板室围壁,内围壁,Component,belongs_to,属于,甲板室围壁,Component,内固壁是甲板室围壁的一部分,[102],"[""shiprag_p102_00118""]",0.9
ProcessObject_分段,QualityRequirement_船体分段工作图,分段,ProcessObject,belongs_to,属于,船体分段工作图,QualityRequirement,船体分段工作图(组立图)中的最后建造单元,[18],"[""shiprag_p018_00020""]",0.8
ProcessObject_双层底分段,Process_反装装配,双层底分段,ProcessObject,belongs_to,属于,反装装配,Process,双层底分段也可以内底板为基面反装,[113],"[""shiprag_p113_00130""]",0.8
Component_外围壁,Component_甲板室围壁,外围壁,Component,belongs_to,属于,甲板室围壁,Component,外围壁属于船体强度构件,[102],"[""shiprag_p102_00118""]",0.95
Component_外板,Chapter_分段装配,外板,Component,belongs_to,属于,分段装配,Chapter,"7.分段装 未装外板前,将管路、人孔、直梯、踏步、放水塞和牺牲阳极板等安装完毕",[127],"[""shiprag_p127_00145""]",0.6
Component_外板,Chapter_船体结构,外板,Component,belongs_to,属于,船体结构,Chapter,"包括外板,内底板、甲板、平台、舱壁、纵桁、龙骨",[57],"[""shiprag_p057_00070""]",0.9
Component_烟窗百页窗,Process_流线型舵,烟窗百页窗,Component,belongs_to,属于,流线型舵,Process,装烟窗百页窗及其他附件,[108],"[""shiprag_p108_00125""]",0.7
Component_纵舱壁,ProcessObject_舰部中段,纵舱壁,Component,belongs_to,属于,舰部中段,ProcessObject,以能机平台以下的鲲部中段为例,[139],"[""shiprag_p139_00159""]",0.8
Component_结构装配单元,ProcessObject_双层底分段,结构装配单元,Component,belongs_to,属于,双层底分段,ProcessObject,"组立树通过结构各级代码的分层有序排列,既反映出结构装配单元(部件、组合件)的划分情况和从属关系",[116],"[""shiprag_p116_00134""]",0.85
Component_舰柱,Component_主船体,舰柱,Component,belongs_to,属于,主船体,Component,崩柱是主船体的首端构件,[98],"[""shiprag_p098_00114""]",0.9
Component_船体构件,ProcessObject_运输类船舶,船体构件,Component,belongs_to,属于,运输类船舶,ProcessObject,运输类船舶通常将其分为干货船和油船两类,[181],"[""shiprag_p181_00214""]",0.8
Component_1500纵剖线,QualityRequirement_型线改动需求,1500纵剖线,Component,causes,导致,型线改动需求,QualityRequirement,曲线不光顺且和半宽水线图的投影不一致,[44],"[""shiprag_p044_00054""]",0.85
Operation_二次除锈,Defect_涂装效率低下,二次除锈,Operation,causes,导致,涂装效率低下,Defect,"船舶涂装效率低下,成本过高,主要原因在二次除锈",[29],"[""shiprag_p029_00034""]",0.9
Parameter_余量值,Component_外板线型,余量值,Parameter,causes,导致,外板线型,Component,"以正足端为依据进行余量画线,在外板线型变化的部位,画线时余量应平行于中线面量取",[173],"[""shiprag_p173_00201""]",0.8
Operation_内底板及构架的焊接收缩,Defect_分段的下塌变形,内底板及构架的焊接收缩,Operation,causes,导致,分段的下塌变形,Defect,"内底板及构架的焊接收缩将造成分段横向的上趣变形。反造时,则造成分段的下塌变形",[146],"[""shiprag_p146_00168""]",0.8
Operation_冷压加工,Defect_焊接变形,冷压加工,Operation,causes,导致,焊接变形,Defect,"冷压加工是手工操作,操作时的对线偏差容易造成零件尺寸超差。影响分段装配质量。",[146],"[""shiprag_p146_00167""]",0.8
Process_塔式建造,Defect_焊接变形,塔式建造,Process,causes,导致,焊接变形,Defect,焊接变形较难控制,[152],"[""shiprag_p152_00174""]",0.75
Parameter_外力,ProcessObject_船体结构,外力,Parameter,causes,导致,船体结构,ProcessObject,这些外力的作用使船舶处于不断的升降,[180],"[""shiprag_p180_00211""]",0.85
Operation_外板焊接,Defect_分段横向的上趣变形,外板焊接,Operation,causes,导致,分段横向的上趣变形,Defect,"外板焊接的收缩量,在拼板烁接时消失,而内底板及构架的焊接收缩将造成分段横向的上趣变形",[146],"[""shiprag_p146_00168""]",0.8
Defect_平面间夹角,Defect_折弯管道,平面间夹角,Defect,causes,导致,折弯管道,Defect,求空间任意平面间的夹角,[66],"[""shiprag_p066_00080""]",0.75
Defect_应力集中,Defect_结构突变,应力集中,Defect,causes,导致,结构突变,Defect,分段接缝要避开结构突变、应力集中的部位,[13],"[""shiprag_p013_00014""]",0.7
StandardSafety_海洋工业大气环境,QualityRequirement_二次除锈率,海洋工业大气环境,StandardSafety,causes,导致,二次除锈率,QualityRequirement,"船厂属于海洋工业大气环境,大气腐蚀比较严重",[30],"[""shiprag_p030_00037""]",0.8
Operation_码头勘验,QualityRequirement_损坏情况评估,码头勘验,Operation,causes,导致,损坏情况评估,QualityRequirement,对拟修船舶的损坏情况在码头进行的勘验,[191],"[""shiprag_p191_00229""]",0.7
Process_素线法,Defect_相贯线投影重合,素线法,Process,causes,导致,相贯线投影重合,Defect,"相贯线的两个投影都为已知,则其紧线正面投影可用索线法求出",[74],"[""shiprag_p074_00090""]",0.75
Component_肋板,Defect_结构疲劳性损坏,肋板,Component,causes,导致,结构疲劳性损坏,Defect,容易使该处应力集中而导致结构的疲劳性损坏,[126],"[""shiprag_p126_00144""]",0.75
ProcessObject_船体,Defect_锈蚀,船体,ProcessObject,causes,导致,锈蚀,Defect,金属船体的锈蚀是难以完全避免,[180],"[""shiprag_p180_00211""]",0.9
Process_船体构件凹陷变形,Defect_共同凹陷变形,船体构件凹陷变形,Process,causes,导致,共同凹陷变形,Defect,"船舶发生碰撞等意外事故时,船体构件因外力作用而变形",[182],"[""shiprag_p182_00215""]",0.9
Process_船台合拢,Defect_船体在长度方向容易产生首尾下垂的弯曲变形,船台合拢,Process,causes,导致,船体在长度方向容易产生首尾下垂的弯曲变形,Defect,"船台总合拢后,船体在长度方向容易产生首尾下垂的弯曲变形",[178],"[""shiprag_p178_00209""]",0.8
Defect_裂缝,Defect_震动,裂缝,Defect,causes,导致,震动,Defect,裂缝会导致船体震动,[185],"[""shiprag_p185_00220""]",0.7
Component_装肋骨,Defect_上翘变形,装肋骨,Component,causes,导致,上翘变形,Defect,肘板焊接时肋骨下端会产生上翘变形,[135],"[""shiprag_p135_00154""]",0.9
Component_覆板,Defect_缺陷修理,覆板,Component,causes,导致,缺陷修理,Defect,覆板的尺寸应大于需更换部位的尺寸。一般每边超出50mm以上,[190],"[""shiprag_p190_00228""]",0.7
Component_部构架,Defect_弯曲变形,部构架,Component,causes,导致,弯曲变形,Defect,部构架的弯曲变形就地矫正,[187],"[""shiprag_p187_00224""]",0.9
Parameter_钢材锈蚀等级,QualityRequirement_二次除锈率,钢材锈蚀等级,Parameter,causes,导致,二次除锈率,QualityRequirement,钢材锈蚀等级已由人库时的人级降为B级或C级...,[30],"[""shiprag_p030_00036""]",0.75
QualityRequirement_钢材锈蚀等级,QualityRequirement_二次除锈率,钢材锈蚀等级,QualityRequirement,causes,导致,二次除锈率,QualityRequirement,"当钢材库存时间过长,且又为露天堆放时,锈蚀迅速。钢材锈蚀等级已由人库时的人级降为B级或C级",[30],"[""shiprag_p030_00037""]",0.8
Component_铸钢件接头,Defect_焊接变形,铸钢件接头,Component,causes,导致,焊接变形,Defect,双U型剖口可减小焊接工作量和焊接变形,[99],"[""shiprag_p099_00115""]",0.7
Operation_随船勘验,QualityRequirement_损坏情况评估,随船勘验,Operation,causes,导致,损坏情况评估,QualityRequirement,对拟修船舶的损坏情况在船上进行的勘验,[191],"[""shiprag_p191_00229""]",0.7
Defect_骨架折断,Defect_板撕裂,骨架折断,Defect,causes,导致,板撕裂,Defect,变形区域已有骨架折断和板的撕裂,[183],"[""shiprag_p183_00216""]",0.7
Component_纵舱壁,Measurement_垂直度,纵舱壁,Component,checks,检查/评估,垂直度,Measurement,用松紧螺丝拉对后检查垂直度,[139],"[""shiprag_p139_00159""]",0.9
ToolEquipment_经纬仪,Measurement_结构水平度,经纬仪,ToolEquipment,checks,检查/评估,结构水平度,Measurement,结构水平度的测量可以使用水平尺、,[31],"[""shiprag_p031_00038""]",0.6
Process_肋骨型线,Component_肋骨,肋骨型线,Process,checks,检查/评估,肋骨,Component,"检验时,对肋骨型线的精度要求是:曲线偏离坐标值不大于1mm",[47],"[""shiprag_p047_00057""]",0.75
ProcessObject_舷侧分段,Component_肋骨检验线,舷侧分段,ProcessObject,checks,检查/评估,肋骨检验线,Component,"侧分段定位时,应保证左右两个分段的肋骨检验线在同一横剖面内",[169],"[""shiprag_p169_00196""]",0.8
Process_船台合扰,Component_余盘,船台合扰,Process,checks,检查/评估,余盘,Component,所有分段在船台合扰时都必须进行二次定位,[178],"[""shiprag_p178_00209""]",0.75
ToolEquipment_荡线锤,Measurement_垂直度,荡线锤,ToolEquipment,checks,检查/评估,垂直度,Measurement,用荡线锤测垂直度,[167],"[""shiprag_p167_00194""]",0.7
Component_上层建筑,Component_外围壁,上层建筑,Component,composed_of,由……组成,外围壁,Component,当上层建筑不是整体吊装而是逐层合找时,[177],"[""shiprag_p177_00208""]",0.9
ProcessObject_分段,Component_组合件_部件和零件,分段,ProcessObject,composed_of,由……组成,组合件、部件和零件,Component,由若干组合件、部件和零件装配焊接而成,[18],"[""shiprag_p018_00020""]",0.9
Component_单稳,Component_单稳柱体,单稳,Component,composed_of,由……组成,单稳柱体,Component,单稳柱体共有9个自然段。将其合成4个大段作为部件先行装配。,[104],"[""shiprag_p104_00120""]",0.8
Component_双层底各部件,Component_肋骨,双层底各部件,Component,composed_of,由……组成,肋骨,Component,图5-14为双层底各部件的小组立图。同时给出肋板的质量和质心位置,[119],"[""shiprag_p119_00137""]",0.8
Component_双层底框架,Chapter_纵桁,双层底框架,Component,composed_of,由……组成,纵桁,Chapter,双层底框架部件由一道纵桁、纵桁一侧的肋板、底纵骨、内底纵骨、加强筋、补板和肘板组成,[101],"[""shiprag_p101_00117""]",0.9
ProcessObject_四节等径直角弯头,Component_多节斜截圆管,四节等径直角弯头,ProcessObject,composed_of,由……组成,多节斜截圆管,Component,等径圆管弯头由多节斜截圆管组成,[78],"[""shiprag_p078_00094""]",0.85
Component_垂直隔板,Material_板和面板,垂直隔板,Component,composed_of,由……组成,板和面板,Material,隔板都是由板和面板组成的焊接T型材,[109],"[""shiprag_p109_00126""]",0.8
ProcessObject_外板子分段,Component_外板,外板子分段,ProcessObject,composed_of,由……组成,外板,Component,由外板、外板纵骨、横向隔板和时板组成的外板子分段,[135],"[""shiprag_p135_00154""]",0.9
Component_子分段,Material_板和骨架,子分段,Component,composed_of,由……组成,板和骨架,Material,这些子分段都是由板和骨架组成的片状结构,[116],"[""shiprag_p116_00133""]",0.9
ProcessObject_平台板,Component_肋骨框架,平台板,ProcessObject,composed_of,由……组成,肋骨框架,Component,助骨及横预先装配成框架,[139],"[""shiprag_p139_00159""]",0.9
Component_平面围壁,Component_甲板室围壁,平面围壁,Component,composed_of,由……组成,甲板室围壁,Component,平面围壁是甲板室围壁的一种形式,[102],"[""shiprag_p102_00118""]",0.85
ProcessObject_底边舱分段,Component_肋骨角钢,底边舱分段,ProcessObject,composed_of,由……组成,肋骨角钢,Component,肋骨和内底板由垂直变为倾斜,[132],"[""shiprag_p132_00150""]",0.75
ProcessObject_底部分段,Component_外板,底部分段,ProcessObject,composed_of,由……组成,外板,Component,其外板送在1段肋板的外面,[174],"[""shiprag_p174_00202""]",0.75
Component_总段,Parameter_船底到甲板,总段,Component,composed_of,由……组成,船底到甲板,Parameter,"由于船型不同,预先制皮从船底到甲板的D型、C型总段",[151],"[""shiprag_p151_00173""]",0.85
Component_拉线角钢,ToolEquipment_钢丝,拉线角钢,Component,composed_of,由……组成,钢丝,ToolEquipment,在角钢上拉好两根钢丝形成肋骨面,[129],"[""shiprag_p129_00147""]",0.7
Component_水平桁材,Component_扶强材,水平桁材,Component,composed_of,由……组成,扶强材,Component,水平桁材上扶强材开,[106],"[""shiprag_p106_00123""]",0.9
Component_活络样板,Component_伸缩杆,活络样板,Component,composed_of,由……组成,伸缩杆,Component,活络样板由立杆、横杆、扇形连接板、伸缩杆、弹资钢带和紧固螺栓组成,[59],"[""shiprag_p059_00072""]",0.9
Component_活络样板,Component_弹簧钢带,活络样板,Component,composed_of,由……组成,弹簧钢带,Component,活络样板由立杆、横杆、扇形连接板、伸缩杆、弹资钢带和紧固螺栓组成,[59],"[""shiprag_p059_00072""]",0.9
Component_活络样板,Component_扇形连接板,活络样板,Component,composed_of,由……组成,扇形连接板,Component,活络样板由立杆、横杆、扇形连接板、伸缩杆、弹资钢带和紧固螺栓组成,[59],"[""shiprag_p059_00072""]",0.9
Component_活络样板,Component_横杆,活络样板,Component,composed_of,由……组成,横杆,Component,活络样板由立杆、横杆、扇形连接板、伸缩杆、弹资钢带和紧固螺栓组成,[59],"[""shiprag_p059_00072""]",0.9
